tweets	sentiment	topics
@molly2910 I thought that retail doesn’t need to ask for vaccine status	0	3
@celeste_horgan @stephenaugustus I have 25k, but I think I’m set to hit 35k with AC this year.  If you have no status, there have been some credit card promotions that can get you 25k as a sign up bonus (which I’ve never seen prior to the pandemic).  Airlines definitely desperate to get people flying more	0	4
@ZackAvaricious 6 months from ur 2nd vaccination	1	1
A year after the pandemic limited the annual events to outdoor tailgating, physical distancing and mask wearing, enthusiasm abounded as longtime traditions returned. https://t.co/x5sF4wdvi1	0	3
😷Here's a city/county-by-county look at COVID-19 cases in Virginia for the past week. Henrico saw the biggest uptick in Central Virginia with 495 new virus cases. 😷 https://t.co/M27qdsZnut	0	6
https://t.co/NHzbxvdOAi  Dana gets advice from Dr. Joe Rogan XD, who is not vaxxed, and says im not some crazy antivaxer. lol, but its okay Dana, the goal is to question the common narrative.	1	1
I thought all we had to do was get vaccinated and the pandemic would end? #COVID19   https://t.co/Oa6lIvOuEQ https://t.co/7Q7hWlheY6	0	1
We can ignore the myth created by vaccine critics that Gibraltar is 100% vaccinated. https://t.co/KMiWbPbrTL	0	1
@SaveDemocrcyPlz @2021_Karma This needs to happen now. I want to understand why Venmo is allowing this @Venmo @VenmoSupport	0	8
@BIGHIT_MUSIC And frankly I really hope they can rest the way they need it . Even tho we have been  on quarantine and just at the house. They have worked so hard to continue loving and giving us more from them . And that is not easy and even more not easy when mental health and physical health	1	3
All through this Pandemic Nicola Sturgeon has been on the tv news, who is running Scotland? She follows the UK but tweeks &amp; delays. Her Politics is subtle but noted, she’s a smooth talker and now on 2 topics - Independence and Covid. She is a Danger to us Scots https://t.co/W1XmIyWtaI	0	4
"The heritage ‘shock’ that came from staying at home during COVID-19" https://t.co/6gXx9YEbNI	0	3
This vaccine 100% makes you more likely to get Covid..no amount of “science” will change the naked eye test	-1	1
I wish i would let a Job tell me i gotta get a covid shot…fuck y’all and the government..there’s plenty jobs that’s hiring	1	1
For the first time in 2 months, the U.S. is averaging 100,000 new Covid cases daily. Average daily deaths also have not been this high in more than a month: https://t.co/m7pY1dQhEg	0	6
Reps of JTBC #TheOneAndOnly shares that one staff has been tested (+) for COVID-19, but cast are tested (-) following the confirmation. There will be no change on broadcast date.  Cast inc. #AhnEunJin #KimKyungNam #KangYeWon #Joy  https://t.co/6HpYfXjHRW #KoreanUpdates RZ https://t.co/etxOJcme5y	0	1
In this B-Side episode, Chorie R. Chan, vice president and head of the trust retail products division at Metrobank, explains how the pandemic changed how we think about money and saving.   LISTEN: https://t.co/C7KFsLAkjc	0	4
"Thank You, Dr. Joe Rogan! - Everybody Feels Like a Million Bucks!" - Fully Vaccinated Dana White Catches COVID - Takes Joe Rogan Ivermectin Treatment Plan and Is Feeling Great https://t.co/l625EcssTg via @gatewaypundit	-1	5
@NolanMainguy @theJJPerez But first it was the Frisco Bowl and then SMU had to drop out because of COVID. That's how we ended up in the First Responders.	0	7
UPDATE: The latest statistics from New York State's COVID-19 vaccine tracker indicate that 58.8% of Chautauqua County's population has received at least one vaccine dose. 53.3% of county residents are now considered fully vaccinated. https://t.co/zOebb8vb9l https://t.co/CsoM5aMd9j	0	1
Defended by "sustained government demand" for weapons, top arms manufacturers endure global economic downturn caused by Covid-19 pandemic https://t.co/mDx7a2Yx1l	0	4
Masked Chrissy Teigen and John Legend buy out entire row at NYC's vax only Radio City Music Hall https://t.co/h5ZDUmpr6a	0	7
did he just complain about oil?... or oil money investment making BETTER teams in #MLS? 😂😂 what a moron of a LOSER ... maybe next time don’t hv so many MORONS in your team that ignore protocols and get sick w Covid !! @PhilaUnion  https://t.co/5CEY9uF7CW https://t.co/lTKYzEPVbS	0	4
@Resister4u My daughter had the same thing…flu, not covid. Get your flu shot	1	1
I don't speak German but I could gather what they wanted. This is delusional. Next there will be public officials going into children schools talking about the Vaccine....shut that happened with Fauci and Obama. Openly trying to sell children on something. These fucking people. https://t.co/4NVlKPueCf	-1	4
@t_moneycrypto2 @art_never_found What's going on, you're  some kind of anti masker or something??  You need to wear one of these bad boys of you want to take this pandemic seriously 😒 https://t.co/MpmYzsxIEJ	1	3
@DouglasPollitt @Mithran25516627 @rpoconnor Maybe it’s time for you to realize that a vaccinated person can get Covid and spread it to all their vax friends. And in no way shape or form was it a non vax person who doesn’t have Covid as being the problem.	0	1
@DDs123s @latimes If we all were vaccinated by now, stupid people denouncing the vaccine wouldn’t be dying. But they are!   https://t.co/jGAbrqRMlT	1	1
@WestwoodParking Social distancing	0	3
“Vaccine passports” are digital ID of an advanced kind, interoperable. How this plays out is this: 1. Everyone will be “vaccinated” or subject to home imprisonment (ultimately real internment)	0	4
I have provided conclusive proof that the Covid19 situation is fraud. The astonishing responses to the “pandemic” are deliberately disproportionate. There is total media capture. Every main factoid about the virus &amp; defending against it are lies. Not error. Lies.	-1	6
I can’t explain my ADHD tendencies to my friends. I feel like they think I'm obsessing over something I’m not. I told them I had combined ADHD symptoms based on my assessment.	0	8
BTS deserves to rest. They have done so much and provided us with so much content even with the pandemic. I hope they rest well and have fun with their friends and family 💜💜💜	0	7
I’d judge me as a paper tiger, to be ignored. But no. They needed to delete me. You decide why. Many thanks  Mike  Begin message. &lt;&lt;  I have reluctantly concluded that only two people could possibly save the nation from the covid19 fraud. Neil Oliver &amp; Nigel Farage.	-1	7
@notkingdeficit I think he meant there is no money in a cure. That's why there isn't a cure for Cancer or the common cold. Using Covid as an analogy when it's contagious unlike Cancer or AIDS was unfortunate lol	0	4
@AIiciaV2 That’s because he claims to block anyone that’s anti vax immediately I’ll be blocked soon. In 3…2….1….	-1	1
@BethBlp8 @DrVivianS You have a better chance of getting killed from a car accident than from Covid. Get your tires checked.	0	7
Obviously if what I wrote is absurd, almost amusing, why censor it? It cannot be claimed that such opinions are undermining vaccination efforts. Look how many have been injected! If opinions like mine are a threat to a legitimate activity,	-1	1
@HawaiiNewsNow Heard a millionaire say that the only people catching Covid are the poor, because they have poor health. Oh, and this millionaire says he cannot hear, yes hear, with his mask so he pulls the mask down to talk to people.  🙄	0	7
Lol  Someone asks me if I’m anti Covid test  I said.  Yepadoodle  Unfollowed 🤣🤣 #Cretins	-1	1
I'm so happy ro hear BTS are getting some rest they have worked tirelessly throughout the pandemic to make us happy. REST UP KINGS WE LOVE YOU AND WISH YOU EVERY HAPPINESS 💜💜💜	0	7
It’s hard for me to believe, but it was just two years ago on this day (in pre-COVID-19 times) that I celebrated communion for the first time with my daughter at her church. https://t.co/Aovl2FB25T	0	7
I will still come to Twitter to read and probably retweet. But I won't write so much as I have done. America isn't ready to defeat covid. It's not what I can change. I can only wait patiently until it's ready. New ideas will be appreciated when it's ready. For now, enjoy snow!	0	4
@jorgenponder @urgt15 I dimly remember that during February 2020, I thought that Sweden was probably the best country in the world to be in during the pandemic 😂. Shows you how much I knew...	0	4
Suntrust Properties tops off The Mist Residences in Baguio City - CONTRIBUTED PHOTO SUNTRUST Properties Inc., a wholly owned subsidiary of Megaworld Corp. Harry Paltongan, Suntrust president, addressing... - https://t.co/L7aUYxk1hE https://t.co/uTM9ztUAZ4	0	7
The Corona Virus Pandemic has not been welcoming to many people. This is a reminder to visit a psychologist if Corona Virus has affected your financial situation, relationship, or general peace of mind. https://t.co/BfaC46rz3h	0	6
I feel like every time someone says a variation of “During the pandemic…” or “When the pandemic is over” its a jinx and Miss Rona is like “Ok bet” and then bam a new variant. Like we’ve really been at this for almost two years  and I’m tired 😭😭	0	7
@ake2306 VAERs all vaccines combined from 1990 look what happens when people start taking the covid shot https://t.co/dKzbXbHLQm	0	1
@james_doidge @Mark_J_Perry You could be mislabeled by Mirriam Webster as an anti-vaxxer, but you could also be wrongn about opposing vaccine mandates.	0	1
@kimnamjooning @7isonlyTJYHNJJ @a_girlwitluv I’m not mad.😅 I’m just asking why some ARMY always throw shades at US ARMYS whenever you see some at the aiport. But no comments about sasaengs in SK.🤦🏻‍♀️ The fact that they had to undergo intense quarantine in SK, why will they even let sasaengs there at the airport?	0	7
@Bullsprig73 @MTradess Here's another fun fact.  Fauci funded the gain of function research to make Covid me transmissible to humans... and lied about it under oath to congress. He also some how magically knew there were be a pandemic 2 years before it came.  The FBI would call that a clue.	-1	4
@mindy_mali @TatteredFreedom Thank you. It's a tough one. I'm still shook. She wanted to spend time with her grandma over the holidays and needed proof of vax for the facility. I've found studies with the same cause of death as related to Pfizer. Nobody with power cares and we are neutered.	-1	1
even last year with pandemic they choose to spend the holiday with us instead with their families 🥺 I'm so grateful for that	0	7
$PFE how the market reacts to covid news this week will make or break this, but if we break out it looks super nice https://t.co/BwANgNgcte	0	6
Kick NAZI's out of New Jersey https://t.co/iJwe7Yjamc	0	7
@LavayJean @SenTedCruz @dailywire sad times we are living in. Some are dying because they taken the vaccine and other are dying from Covid after being fully vaccinated. This vaccine has a lot of hype but it isn't living up too it.	-1	1
@TabbyCa25757103 @Marina_Sirtis And five million die from Covid. you're doing it backwards. Pass, nobody cares about you.	0	6
My friend just died of a heart attack. She was 35 and she didn't get the vax. So what is your point. Oh yeah she loved to jog and at tennis https://t.co/S2e7zyr0g2	1	1
We can see that it is not a question of viruses but of control and above all killing people with vaccines in order to reduce the world population. I didn’t believe it but now I am convinced of it. #vaccine #control #Depopulation #kill	-1	1
@IpseDixitCicero I am so excited to get them vaxxed. They are too.	1	1
even during the pandemic they’ve worked so hard and put their all into it 🥺 rest well my loves @BTS_twt	0	7
Just to be clear; mass vaccination at the start of pandemics actually leads to a significant increase in variants, due to the virus responding and adapting to the altered immune systems of the vaccinated. The corporate media's narrative is a complete tyrannical lie.	0	1
@rottenrandy @EricTopol You know what … I’m not wasting my time with you. Every tweet of yours is downplaying the pandemic. It’s just the flu … happy now?	1	6
Media Blame Vaccine Hoarding for Omicron’s Emergence in Africa. Wrong. (really? So surprised. Vaccine hesitation) researchers found Omicron in Netherlands— with 70% vaccination rate &amp; no issues in acquiring vaccines—week before discovery in South Africa https://t.co/MFI7KYG9nh	0	2
The Lancet, a most prestigious peer-reviewed medical science journal, published their data:  There is growing evidence that the vaccinated are the ones perpetrating the spread of COVID19 — not the unvaccinated.  #COVID19 #vaccines #VaccinePassports #Pfizer https://t.co/LRBEOasSBz	-1	6
@cinnamini2016 @KatieDaviscourt You can still catch and spread covid while vaccinated so remember to continue wearing your mask and keep your distance from people no matter how many boosters you get	1	6
At the beginning of the covid pandemic, I heard on the radio that some medical experts said stopping flights to keep it at bay was a good idea.	0	3
VAERS DEATH FIGURES️  This graph shows the devastation that the Covid ‘vaccines’ are causing; they have killed more people in one year than all vaccines combined in 33 years!!!! https://t.co/RiWE54Ha5S	-1	1
You’re never, ever fully vaxxed. Until they say you are. And they won’t. Why would they? https://t.co/Ug5Pl6dIs9	0	1
LandBank agri loans hit P233B as of October - It has also distributed the whole P65 million program funds for loans to agrarian reform beneficiaries under the Credit Assistance... - https://t.co/egXsVZo1pR https://t.co/TfBzJc8anP	0	8
like it Just dawned on me that they have been working nonstop throughout the entire pandemic. cranking stuff out to keep us happy because they were so scared of losing us…after hearing their end ments at these la shows man i hope they can breathe and focus on themselves	0	7
Police Commissioner Grant Stevens says authorities still cannot rule out borders closing before Christmas, leaving travel plans under a cloud.  Read the latest and see the exposure sites: https://t.co/EjvQv6DqUd https://t.co/8zRV1S6TGe	0	3
Manitoba Whistleblower Video #5 – University Instructor https://t.co/koAV0ZMZi2 #prairietruth #FreeSpeech #Winnipeg #mbpoli #cdnpoli #Whistleblower #COVID19 #CovidVaccine #VaccineMandate #JustSayNo #ProtectMB https://t.co/h5Qekc0GXs	0	7
Help make it happen for Austin Revolution: Pandemic Help on @indiegogo https://t.co/h1ZzKFIH2D  Help where you can! It's an epic fest.	0	7
Hagel was one of my favorite young players last year. He could've easily been a flash in the pan in an odd pandemic season but it seems like he's legit. 4th goal in his last 7 games!   Hopefully Kubalik gets it going after his last game too. #Blackhawks	0	7
@smoran26 @docrocktex26 Meth is part of this today as it was under Hitler.  The local General store changed from carrying plumbing doodads to a collection of glass pipes this year. Suicide is up. They are afraid of Covid but more afraid of being cast out.  It is a dark time. And they are well armed.	0	6
@DanWolken thoughts on hawks loss to the covid hornets?	0	7
@tribelaw Masks? I bet they are wearing them for Covid-19 protection.	1	3
I have a virtual appt with my doctor this week &amp; they emailed me asking me to fill out the Covid Screening questionnaire FOR MY VIRTUAL APPT! Is Omicron transmitted digitally now should I be updating my anti-virus? https://t.co/rFrgCb8W9G	0	2
Covid rules are set to be extended in bid to fend off tougher curbs https://t.co/Q5BOjW1LtL	0	3
@Bryy_Miller @BadVaccineTakes Well, she could be saying that Wuhan is sparkling clean and that it gets a bad rap; that Covid isn't dangerous (people only think it is) and that the vaccine is (which, of course is being covered up by the Vast Conspiracy).	0	4
@MichelleKeefe15 @skaro964 @DCentree @gsd_mom If more life insurance companies did this this might change minds about the vaccine	0	7
Where r ur smog towers u were boasting about? At first,students couldn't go to schools coz of covid which is genuine. Now this man is forcefully making students sit in homes &amp; wait 4 improvement in aqi. What has his government been doing since last 6 years?	1	4
@jamesmassola This peanut doesn't realize only 9 people have passed away due to covid whereas over east 9 people pass away every day. We have a decent Premier saving lives as to you trying to score points	-1	6
@k_liebowitz I know for a fact masks and distancing help - it’s why there was NO RSV or flu in the hospital last winter. And why our patients with asthma and CF were healthier than ever before	1	3
@Phil_Mattingly cmon Phil where was the push back on #AliceStewart.we know #Biden promise to get covid under control but he didn't expect repubs to oppose everything he does.what are the repub solutions to covid?.we seen a preview of their response in the last administration	0	4
@DrRobDavidson @SenRonJohnson Because Ron is a Republican - anti abortion, and pro-life. Therefore that allows him to 'kill' fellow Americans with spread of COVID and use guns to 'kill' children in Schools. Not helpful, but hope this answer's your question.	0	4
@i_16_ 😭 i mean now ig it doesn't matter bc we were right, it IS a vacation after all 🤧 in that case, i hope they enjoy the rest of the trip safely and healthily :((( since they're taking time off ig the extended quarantine doesnt matter anyway 🥺	0	7
@jackyan Sth Africa should be applauded, not denigrated. A good reminder of the inequalities around covid vaccine.	1	4
@AbbysMom_ @killyourjoy @seanhannity That’s not how the efficacy of this or any vaccine is measured. The vaccine helps to bring down the mortality and hospitalization rate among those vaccinated. Since the vast majority of hospitalizations are the unvaccinated, it’s doing exactly what it was designed to do.	1	1
bts really made my quarantine better like i don’t think i would be in the state i’m in right now without them. they really deserve this sm i would wait years for them if they needed it	0	7
@SouthernSummr I booked my vaccine appointments and will book my booster with approximately the same degree of urgency as I approach housework with	1	1
Dec 3, 2021 (Reuters) - The Omicron variant of the virus that causes COVID-19 likely acquired at least one of its mutations by picking up a snippet of genetic material from another virus - possibly one that causes the common cold ... https://t.co/5VbPnaJJqb	0	2
@ERIKNOWS @fibonacci_1019 @pnjaban you're right, they do nothing for covid... but they sure are handy for smash and grabs!	0	7
Think about all the content they’ve been pushing out throughout the pandemic, they are the most deserving people to have this break and time off with their families. I’m seriously so overjoyed for them🥺😭❤️	0	7
@Elbarstardo @Miss_Fury_ @leftrefusenik I don’t agree with it but .. we do segregate based on vaccination status. No jab no play rule in daycare.	0	4
@JasonWhitely @GregAbbott_TX @TexasGOP @MattRinaldiTX There is nothing conservative by Government telling businesses that they cannot mandate COVID jabs for their employees.	0	3
@2sweetooth7 @LizanneFoster @vera_tenacious @adriandix @BCNDPCaucus So going down there for a day trip you got the 2 week quarantine?	0	7
COVID was created to prevent us from gaining access to Area 51.	-1	4
Preacher who spread vaccine lies dies after being hospitalized with Covid-19 https://t.co/Ol1PNJGoM4   hmmmmm....another one.	1	6
Omicron: What We Know About the New Coronavirus Variant https://t.co/ON67KbTqdd	0	2
17 new cases of #Omicron were detected on Sunday alone.   Here’s tracking the spread of the #Omicronvariant in India:  https://t.co/aByG1qKk3O	0	2
now why would u waste 10 days of vacation in quarantine 😭💀 taehyung thank you for having a brain, bby	0	7
Germany’s next chancellor backs mandatory vaccination for all from February or March - news-queue: “My suggestion is yes, that the time by which everyone and anyone has been vaccinated is also not too far away, so my suggestion: early February... https://t.co/1L0hO5MjYW	1	3
@drajm @NjbBari3 @nick_coatsworth this is at you. Stop embarrassing your field and actually focus on the medical and science side of covid instead of indulging your political activist side.	1	4
@2APewPew @4Patrick7 @rdrhwke More like the last vax scandal ever.	0	4
@ProLifeAll Definitely true at the national level. I’ll keep an eye out for a break down by geography and by vax/unvax. https://t.co/oMhw32UQ9V	0	6
Are you sure ? I haven't purchased one but drove past a Rite-Aid today that had on the sign that Covid shots and tests are free ???? Just wondering if something is wrong with the sign I saw or if they might be free now ??? https://t.co/XuDLPdRD6E	0	5
As of 6 days ago no one has died from Omicron. Whil it is more contagious, it is much less severe than COVID.    That is the “science” so far.   Let’s let “science” tell us how to proceed, but many want to make this an immediate deadly situation to maintain their power over us.	-1	2
Can Biden find the right balance on immigration? https://t.co/Lq4CsfPHtl		
Ugh, the guys worked so, so hard through the pandemic, unsure if ARMY would still be there for them when in-person concerts could resume. 😭Now, after reuniting, I pray their hearts feel full &amp; they can take their vacation with ease, knowing ARMY will always be waiting for them.	0	7
@lovemazeAle Covid?	0	7
@WilmaSwinson @DianeSmithson8 @bennyjohnson All irrelevant. The vaccine definitely serves to protect you. The issue is, when you ignore everything that comes out and eat up the lies (the same lies of which are backed by nothing), a vaccines efficacy may seem more of a fever dream than a simple solution.	1	1
Seven days: Following Trump’s coronavirus trail  https://t.co/yaocfNROxA	0	4
#WelcomeBackBTS Jin, Jungkook and Jimin have safely arrived at Incheon Airport, Seoul from LA!!!They will be in 10 days self quarantine. @BTS_twt   #haveasafeflightBTS  #btsbacktokorea https://t.co/RqunU6sRId	0	7
US averaging 100,000 new Covid infections a day for first time in months https://t.co/qZs0vYMhIL	0	6
Great discussion with the command ministry team before the LPD. The troopers were motivated and energetic during the LPD. They see you leaders on social media. They do like to see leaders engaging on social media. Ukraine, Vaxx, and the ACFT were great discussions. 2/	0	4
$SPY Santa has covid sorry bulls ▶  #RecvProfit	0	7
@littlebeehive Hi there, the COVID-19 vaccination is voluntary. The role of Services Australia is to deliver payments and services to Australians. However, we are not responsible for making policy decisions which includes the eligibility criteria for income support payments.	0	3
@1lucyhannah @Rene4D45 A read the actual article makes it clear Salzberg wasn’t suggesting the vaccine alters DNA at all. Rather, he argues that the CDC oversimplifies what the vaccines do, which is true.  We must be careful because headline-readers/sharers almost always get it wrong, as in this case.	1	7
@EpiViro @Bob_Wachter San Francisco population is 875,000. No reservations. That is a variable that would make S. Dakota more susceptible to Covid deaths given the isolation and (I assume) lack of access to care.	0	4
Hundreds March Against Covid Restrictions in Belgium https://t.co/BYwTfYcMbr via @YouTube 🔝🔝🔝🔝 Did you know ❓ #LYINGmedia refuses to showcase World events❗️ People  #HoldTheLine ‼️ https://t.co/NpUFdyAIN4	-1	4
@KerriJersey Look at some of the stories about cheap Chinese tattoo ink. People will get tattoos but not a vaccine?	1	7
Deserved because bts were working super hard during this pandemic now they can take time to enjoy themselves	0	7
The Joe Rogan Protocol for treatment of Covid shall, from here on out be deemed, “The Joe Rogan Experience” @joerogan	1	7
Damn the United center is doing the bs covid passport. Even though I am vaccinated I can’t support that shitty policy based in 0 science.	0	3
@King1957M @smminco @bennyjohnson Actually my husband is a virologist and he says the ‘messenger’ is out of your body in 24 hrs.  I’d rather have a vaccine  than the Covid virus lurking in my body forever. Get vaccinated and stop this virus. It will continue to mutate	1	1
"People living in counties that voted heavily for Donald Trump during the last presidential election have been nearly three times as likely to die from COVID-19 as those who live in areas that went for now-President Biden."  https://t.co/MvNH65mkIJ	1	4
The world has the tools to end the coronavirus pandemic. They're not being used properly https://t.co/mvcQIYUOzB	0	6
A red-cross nurse arrested  for aiding the injured protesters this morning. I met her last year at Covid-19 centre and she told me “Altho my family didn’t initially agree with me, I became a red-cross force bcos I like it. I want to help ppl”. #WhatsHappeningInMyanmar https://t.co/8m176FaN6t	0	7
#Omicron #BORDER #USA #Delta #OmicronVarient #travel #travelfail #traveling #SouthKorea #southafricavariant #China #COVID19 . Dec. 6 — Travel restrictions and border controls have become a hot topic … again. Viewed objectively, which countries have handled these best? https://t.co/t7bDJmUo6r	0	2
If everyone were to get vaccinated--an ultra long shot given the ridiculous politicization of getting vaccinated from the plague (!)--we'd be done with COVID in a couple of weeks. https://t.co/W9oZx037f5	1	4
@MakeUSAHonest @RoxanneForAD46 @andykranjec @DanaMarie262 @MarkChangizi More deaths under Papa Joe and that’s with a vax	0	6
@MatthewPantelis @ronsoldman @1395FIVEaa @SAHealth @marshall_steven What's not sustainable long term? Keeping Covid under control to extremely low levels (like we do for other infectious diseases)? It's actually more sustainable than having uncontrolled infection of a deadly virus which rapidly evades vaccinations.  https://t.co/JZiWu4wCOm	1	6
@zeetubes @JayJayBeeze @handmadekathy @sammy44231 @KStateTurk @ogilville1 @swedishchf @JonathanHannah @Tony__Heller @MelsyJ @richykirsh @deralteGaukler @mcfunny @sailor_man_dan @JessHan95074669 @J_EmpyreanGoals @provaxtexan @FraiseAdam @SultaneAlexand1 @AndrewLazarus4 @rpagano697 @satekor @kevinault @JimeeLiberty @tenebra99 @Sara4843 @janem1276 @doom37455413 @raouldukeerik @PaulDesmoParker @namagoy @Monstercoyliar @andylumm @_mamadeb @kath2cats @Kathmarval @Fannyi5 @TechARP @SkepticalMutant @runhack @CarvilleDean @ConsequentialBr @MichaelBuerger8 @WendyOrent @MsTrixter @DevoDalek @FactPhily @JamesLynchGTC @quintic @SoupTomatoSoup Covid-19. Where ya been.	0	7
my dad just came home from work, hes a doctor, ive never seen him so sad in his life. told me all the beds in their hospital are full and a young mother died of covid today. please get vaccinated and wear your mask.	1	1
GERMANY looks to impose vaccine mandates for health workers https://t.co/cNbgU83Szv	0	3
Vaccine is the secret.  https://t.co/WGp2rxMqXK	0	1
#COVID19 #Omicron  Latest data, looking good https://t.co/oPpXkky74V via @YouTube	0	2
@GroupThink16 @SpeciouslySound My data showed how many deaths in the TOP TEN COVID STATES FOR OVERALL DEAD. Three of those states belong to Trump add them up. Add the seven blue take the difference. 117,471 more blue deaths. https://t.co/4tDcZGoLzS	1	4
Too many maskholes at Home Depot today. We’re never getting out of this fucking pandemic.	0	6
@audinarygirl @RJSmyth_eu @StigAbell As per someone who had the vaccine. Yeah	1	1
@KagutaMuseveni Murderer dictator @KagutaMuseveni , Why Mbarara and other western side people not vaccinated?Are they resistant to corona virus 🦠? We kno very well about your evil plan of reducing population of the Baganda ppl that’s why your using your fake vaccine to ppl in central region. https://t.co/Nx1cDa7OuQ	0	7
@GoatyMcTroll @Hierakonpolis3 @Apic17782856 @Timcast I have worked in the medical field for over 18 years and through pandemic. I can definitely say the numbers were inflated because the facilities are guaranteed X amount from the government for each covid patient.	0	4
Travel changes too late to halt potential new wave - scientist are people like ⁦@Kathryn_Snowdon⁩ ⁦@BBCNews⁩ that stupid they can’t understand mathematics 🙄 one infected horse released is better than 100,000 hence control #covid #bbcnews https://t.co/2Lt85d9IhA	1	3
@HummusCrow you didn't catch the Arabic meaning I guess🙄  ( I was talking a bout palls not eggs) and it becomes in watermelons size because of No action about covid-19! it's a boring movie!	0	7
Sad that the rest of the civilized word is standing up against draconian lockdowns due to covid-19 but lot of people in the USA  are crying for more restrictions and more segregation. #DoNotComplyEVER	-1	3
@PuntersForum @OzraeliAvi Dr Robert Malone, claims to have invented mRNA technology, but he didn't. https://t.co/RoV6vuY7eF	0	4
@ShantelSherwood I'd think twice about attending an indoor event when the daily Covid numbers are starting to go up. Sorry to say, but if you're not fully vaccinated, why would you take the risk?	1	1
@dawnuayo NO LIKE EVERYBODY WAS LIKE 'uh.. okay? good for y’all?' and then the plot changed suddenly and they used the pandemic as an excuse for some reason ⁉️ a whole mess	0	7
This is what I never understood.   It’s not like once you get it-you are good for life.   It’s not chicken pox.   You can catch covid again. https://t.co/vCn8iplxGZ	0	6
@borderlinebroke @Cricrifi @AtlanticRebel @Gov_NB @DominicCardy Long Covid lol. Please - do tell us your scientific research. Just stop with all the fear.  I hope that people who are actually not crazy can start to voice their opinions about garbage like this. We need to stop letting the vocal minority run things around here.	1	4
@florian_krammer @EricTopol Damn, I was finally starting to think it was safe to trust Erik's optimism, good to know it won't be much longer, appreciate the diversity of opinions being shared, grateful to you all for keeping us updated on the latest.	0	7
We should let the ReTrumplicans treat themselves with bleach or ivermectan or whatever connection the quacks claim will treat covid.   They don't trust science, a distrust that could kill them. I call that Darwinism in action. Ironically, yet another thing they don't believe in	1	4
@noirpaien @theoztrucker @BradfieldThe There is an abundance of peer reviewed papers, scientists and qualified people discussing and debating this pandemic and the measures that have been taken all around the world. If you, as an individual are assuming that our leaders have this right, then there lies the problem.	1	6
Masks so much more important than social distancing. https://t.co/vku8wUElvw	1	3
@DrEliDavid VACCINE DOESNT WORK	-1	1
Lancet Study -- Vax'd now a greater source of Covid transmission than unVax'd  https://t.co/FGLkCUNIMD	1	1
Don't forget to do something creative today. 🎨  #COVID19 #QuarantineActivities	0	7
@allasuman The title got me. How are you all doing? Hope Ramya and kids are fine. Hows the Covid situation there now?	0	6
@gorskon @drvictoriafox @ScienceBasedMed @JHowardBrainMD If someone personally writes a bad article that turns out to be a bad take, should someone not point that out? During this pandemic more rubbish takes have been promoted because it is what people wanted to hear and not based in reality.	0	7
I'm 81  and living a conservative life with my husband in Arizona.  We are invited for Christmas dinner at my lib granddaughter and husband's home where I will be able to see my new great grandson if we are covid tested at the door. We are fully vaccinated.  Fair?	1	3
idk i’m sorry but . under a year research i understand but i’m genuinely terrified and not cause of conspiracies :/ i went to the doctor and they told me that multiple people talked about weird health changes w the vaccine number one being heart palpitations :/	-1	1
Quarantine Mug Groundhog Day Movie Quote Ceramic Coffee Mug by CraftyMcClever https://t.co/rm1c7aBQ6J via @Etsy	0	7
@WhatAre89137327 Chinese authorities have long sought to control the narrative of Xinjiang similarly to the way they tried control the narrative of coronavirus pandemic by silencing independent reporters.	0	3
i am not antivax at all and i know criticizing the vaccine is alt right or whatever but please can we think critically like we injected most of the worlds population with a vaccine they came up w in under a years time i’m sorry	-1	1
#PoliticoCD. | DRC / New anti-Covid19 measures: Businesses, party halls and churches must cut staff by 50 percent https://t.co/gOKeC8FnAu	0	4
@ironheeler Here’s a different area a vax person gets sick they all say must caught it off some unvaccinated person	1	1
@crimsonrambler Clearly they're wearing a costume. Because they dressed similar. And they know they're doing something wrong because their faces are completely covered.. Highly doubt it's because of covid.	0	7
#PoliticoCD. | DRC / New anti-Covid19 measures: Businesses, party halls and churches must cut staff by 50 percent https://t.co/0jE6yyDcrA	0	4
Nothing says it like a James Avery Christmas charm. Every charm tells a story of all the special people in my life .     In the middle of working long hours at the hospital during this pandemic it gives me peace and joy every time I look at it ..❤️🙏🏽❤️ https://t.co/osjeerQkuz	1	6
@NightWatchman21 @michaelmina_lab Are you being intentionally obtuse?  In Georgia deaths over summer were as much as 4x higher ib rural than Atlanta. And Mass is waaaay more vaxxed than Atlanta.	1	1
@OklahomaCovid Republicans. Please. Follow the OBVIOUS proven science. Consult your physician. Whatever u need to do. But for us ALL, because your lack of vaccination is not just about YOU. It’s not a personal freedom issue many of u think it is. It affects ALL of us. Mutations develop! Omicron	1	2
@17atlutd @MLSist If I was betting I would guess this may have been the new mutation of COVID. It was ID’d in Philly a couple of days ago.   It’s more transmissible. #COVIDBooster	0	2
@aIIeycatjm don't they all have to get a covid test and quarantine instructions?  they probably thought they could travel together, but obviously the guidelines would be separate travel arrangements, in case.	0	3
NSW confirms nine more Omicron cases, ‘room for improvement’ in teen vaccination rate | @marywardy https://t.co/b0eBdWNBRh	0	2
@spiecr I don't no who is winner but I'm sure you make happy face for everyone to this opportunity in covid time provide.I think you are amazing bcuz you don't care your money and without any reason provide money for needy people Thank you Marry Christmas 🌲☃️  $VRA  💕👌❤️💞💞💐🌟🌟 https://t.co/DZIdJlyguS	0	7
